parola,categoria,prefisso_numerico,info_grammaticale,pos,gender,info_verbali
approccio,alto_uso,,s.m.,sostantivo,maschile,
approfittare,alto_uso,,v.intr.,verbo,,v.intr.
approfondimento,alto_uso,,s.m.,sostantivo,maschile,
approfondire,alto_uso,,v.tr.,verbo,,v.tr.
approvare,alto_uso,,v.tr.,verbo,,v.tr.
approvazione,alto_uso,,s.f.,sostantivo,femminile,
appuntamento,fondamentale,1,s.m.,sostantivo,maschile,
appuntire,alta_disponibilita,,v.tr.,verbo,,v.tr.
appunto,fondamentale,1,s.m.,sostantivo,maschile,
appunto,fondamentale,2,avv.,avverbio,,
aprile,fondamentale,,s.m.,sostantivo,maschile,
aprire,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
apriscatole,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
aquila,alta_disponibilita,,s.f.,sostantivo,femminile,
aquilano,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
aquilone,alta_disponibilita,1,s.m.,sostantivo,maschile,
arabo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
arachide,alta_disponibilita,,s.f.,sostantivo,femminile,
aragosta,alta_disponibilita,,"s.f., s.m.inv.",sostantivo,maschile; femminile; invariabile,
aranciata,alta_disponibilita,,s.f.,sostantivo,femminile,
arancio,alta_disponibilita,1,s.m.,sostantivo,maschile,
arare,alta_disponibilita,,v.tr.,verbo,,v.tr.
aratro,alta_disponibilita,,s.m.,sostantivo,maschile,
arbitro,alto_uso,,s.m.,sostantivo,maschile,
archeologo,alta_disponibilita,,s.m.,sostantivo,maschile,
architettare,alto_uso,,v.tr.,verbo,,v.tr.
architetto,alto_uso,,s.m.,sostantivo,maschile,
architettonico,alto_uso,,agg.,aggettivo,,
architettura,alto_uso,,s.f.,sostantivo,femminile,
archiviare,alto_uso,,v.tr.,verbo,,v.tr.
archivio,alto_uso,,s.m.,sostantivo,maschile,
arco,fondamentale,,s.m.,sostantivo,maschile,
arcobaleno,alta_disponibilita,,s.m.,sostantivo,maschile,
area,fondamentale,,s.f.,sostantivo,femminile,
argentino,alto_uso,1,"agg., s.m.",aggettivo; sostantivo,maschile,
argento,alto_uso,,s.m.,sostantivo,maschile,
argomentare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
argomentazione,alto_uso,,s.f.,sostantivo,femminile,
argomento,fondamentale,,s.m.,sostantivo,maschile,
aria,fondamentale,,s.f.,sostantivo,femminile,
aristocratico,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
aritmetica,alta_disponibilita,1,s.f.,sostantivo,femminile,
aritmetico,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
arma,fondamentale,1,s.f.,sostantivo,femminile,
armadio,alto_uso,,s.m.,sostantivo,maschile,
armamento,alta_disponibilita,,s.m.,sostantivo,maschile,
armare,alto_uso,,v.tr.,verbo,,v.tr.
armato,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
armonia,alto_uso,,s.f.,sostantivo,femminile,
aroma,alta_disponibilita,,s.m.,sostantivo,maschile,
arrabbiarsi,alto_uso,,v.pronom.intr.,verbo,maschile,v.pronom.intr.
arrampicarsi,alto_uso,,v.pronom.intr.,verbo,maschile,v.pronom.intr.
arredamento,alto_uso,,s.m.,sostantivo,maschile,
arredare,alta_disponibilita,,v.tr.,verbo,,v.tr.
arrendersi,alto_uso,,v.pronom.intr.,verbo,maschile,v.pronom.intr.
arrendersi,alto_uso,,v.pronom.intr.,verbo,maschile,v.pronom.intr.
arrestare,fondamentale,1,v.tr.,verbo,,v.tr.
arresto,alto_uso,1,s.m.,sostantivo,maschile,
arricchire,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
arrivare,fondamentale,,v.intr. e tr.,verbo,,v.intr. e tr.
arrivederci,alto_uso,,"inter., s.m.inv.",interiezione; sostantivo,maschile; invariabile,
arrivo,fondamentale,,s.m.,sostantivo,maschile,
arrosto,alta_disponibilita,,"s.m., agg.inv., avv.",sostantivo; aggettivo; avverbio,maschile; invariabile,
arrugginire,alta_disponibilita,,v.tr. e intr.,verbo,,v.tr. e intr.
arte,fondamentale,,s.f.,sostantivo,femminile,
arteria,alto_uso,,s.f.,sostantivo,femminile,
artico,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
articolare,alto_uso,3,"v.tr., s.m.",verbo; sostantivo,maschile,v.tr.
articolazione,alto_uso,,s.f.,sostantivo,femminile,
articolo,fondamentale,,s.m.,sostantivo,maschile,
artificiale,alto_uso,,agg.,aggettivo,,
artigianale,alta_disponibilita,,agg.,aggettivo,,
artigiano,alto_uso,,"s.m., agg.",sostantivo; aggettivo,maschile,
artiglieria,alta_disponibilita,,s.f.,sostantivo,femminile,
artiglio,alta_disponibilita,,s.m.,sostantivo,maschile,
artista,fondamentale,,s.m. e f.,sostantivo,maschile e femminile,
artistico,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
ascella,alta_disponibilita,,s.f.,sostantivo,femminile,
ascensore,alto_uso,,s.m.,sostantivo,maschile,
ascesa,alto_uso,,s.f.,sostantivo,femminile,
ascesso,alta_disponibilita,,s.m.,sostantivo,maschile,
ascia,alta_disponibilita,,s.f.,sostantivo,femminile,
asciugamano,alto_uso,,s.m.,sostantivo,maschile,
asciugare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
asciutto,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
ascoltare,fondamentale,,v.tr.,verbo,,v.tr.
ascolto,alto_uso,,s.m.,sostantivo,maschile,
asfaltare,alta_disponibilita,,v.tr.,verbo,,v.tr.
asfalto,alta_disponibilita,,s.m.,sostantivo,maschile,
asiatico,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
asilo,alto_uso,1,s.m.,sostantivo,maschile,
asino,alto_uso,,s.m.,sostantivo,maschile,
asma,alta_disponibilita,,s.f. e m.,sostantivo,femminile e maschile,
asparago,alta_disponibilita,,s.m.,sostantivo,maschile,
aspettare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
aspetto,fondamentale,1,s.m.,sostantivo,maschile,
aspirapolvere,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
aspirare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
aspirazione,alto_uso,,s.f.,sostantivo,femminile,
aspro,alto_uso,1,"agg., s.m.",aggettivo; sostantivo,maschile,
assaggiare,alto_uso,,v.tr.,verbo,,v.tr.
assaggio,alta_disponibilita,,s.m.,sostantivo,maschile,
assai,fondamentale,,"avv., agg.indef.inv., s.m.inv.",avverbio; aggettivo indefinito; aggettivo; sostantivo,maschile; femminile; invariabile,
assalire,alta_disponibilita,,v.tr.,verbo,,v.tr.
assaltare,alta_disponibilita,,v.tr.,verbo,,v.tr.
assalto,alto_uso,,s.m.,sostantivo,maschile,
assaporare,alta_disponibilita,,v.tr.,verbo,,v.tr.
assassinare,alto_uso,,v.tr.,verbo,,v.tr.
assassinio,alta_disponibilita,,s.m.,sostantivo,maschile,
assassino,alto_uso,,"s.m., agg.",sostantivo; aggettivo,maschile,
asse,alto_uso,2,s.m.,sostantivo,maschile,
assediare,alta_disponibilita,,v.tr.,verbo,,v.tr.
assegnare,alto_uso,,v.tr.,verbo,,v.tr.
assegno,alto_uso,,s.m.,sostantivo,maschile,
assemblea,alto_uso,,s.f.,sostantivo,femminile,
assente,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
assenza,fondamentale,,s.f.,sostantivo,femminile,
assicurare,fondamentale,,v.tr.,verbo,,v.tr.
assicurazione,alto_uso,,s.f.,sostantivo,femminile,
assieme,fondamentale,,"avv., s.m.",avverbio; sostantivo,maschile,
assistente,alto_uso,,"p.pres., agg., s.m. e f.",verbo; participio presente; aggettivo; sostantivo,maschile e femminile,p.pres.
assistenza,alto_uso,,s.f.,sostantivo,femminile,
assistere,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
associare,alto_uso,,v.tr.,verbo,,v.tr.
associazione,fondamentale,,s.f.,sostantivo,femminile,
assolutamente,fondamentale,,avv.,avverbio,,
assoluto,fondamentale,1,"agg., s.m.",aggettivo; sostantivo,maschile,
assoluzione,alta_disponibilita,,s.f.,sostantivo,femminile,
assolvere,alto_uso,,v. tr.,verbo,,v.tr.
assomigliare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
assorbente,alta_disponibilita,,"p.pres., agg., s.m.",verbo; participio presente; aggettivo; sostantivo,maschile,p.pres.
assorbire,alto_uso,,v.tr.,verbo,,v.tr.
assordare,alta_disponibilita,,"v.tr., v.intr.",verbo,,v.tr.; v.intr.
assumere,fondamentale,,v.tr.,verbo,,v.tr.
assunzione,alto_uso,,s.f.,sostantivo,femminile,
assurdo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
asta,alto_uso,,s.f.,sostantivo,femminile,
astemio,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
astratto,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
astronave,alta_disponibilita,,s.f.,sostantivo,femminile,
astuccio,alta_disponibilita,,s.m.,sostantivo,maschile,
astuto,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
astuzia,alto_uso,,s.f.,sostantivo,femminile,
ateniese,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
ateo,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
atlantico,alta_disponibilita,1,agg.,aggettivo,,
atleta,alto_uso,,s.m. e f.,sostantivo,maschile e femminile,
atmosfera,fondamentale,,s.f.,sostantivo,femminile,
atomica,alta_disponibilita,,s.f.,sostantivo,femminile,
atomico,alto_uso,,agg.,aggettivo,,
atomo,alto_uso,,s.m.,sostantivo,maschile,
atrio,alta_disponibilita,,s.m.,sostantivo,maschile,
atroce,alto_uso,,agg.,aggettivo,,
attaccante,alta_disponibilita,,"p.pres., agg., s.m. e f.",verbo; participio presente; aggettivo; sostantivo,maschile e femminile,p.pres.
attaccapanni,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
attaccare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
attacco,fondamentale,,s.m.,sostantivo,maschile,
atteggiamento,alto_uso,,s.m.,sostantivo,maschile,
atteggiare,alta_disponibilita,,v.tr.,verbo,,v.tr.
attendere,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
attenere,alto_uso,,"v.intr., v.tr.",verbo,,v.intr.; v.tr.
attentamente,alto_uso,,avv.,avverbio,,
attentare,alta_disponibilita,,"v.intr., v.tr.",verbo,,v.intr.; v.tr.
attentato,alto_uso,,s.m.,sostantivo,maschile,
attento,fondamentale,,agg.,aggettivo,,
attenzione,fondamentale,,s.f.,sostantivo,femminile,
atterraggio,alta_disponibilita,,s.m.,sostantivo,maschile,
atterrare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
attesa,fondamentale,,s.f.,sostantivo,femminile,
attestare,alto_uso,1,v.tr.,verbo,,v.tr.
attimo,fondamentale,,s.m.,sostantivo,maschile,
attingere,alto_uso,,"v. tr., v.intr.",verbo,,v.tr.; v.intr.
attirare,alto_uso,,v.tr.,verbo,,v.tr.
attivare,alto_uso,,v.tr.,verbo,,v.tr.
attività,fondamentale,,s.f.,sostantivo,femminile,
attivo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
atto,fondamentale,1,s.m.,sostantivo,maschile,
attore,fondamentale,,s.m.,sostantivo,maschile,
attorno,fondamentale,,avv.,avverbio,,
attrarre,alto_uso,,v.tr.,verbo,,v.tr.
attraversare,alto_uso,,v.tr.,verbo,,v.tr.
attraverso,fondamentale,,"prep., avv.",preposizione; avverbio,,
attrazione,alto_uso,,s.f.,sostantivo,femminile,
attrezzare,alto_uso,,v.tr.,verbo,,v.tr.
attrezzatura,alto_uso,,s.f.,sostantivo,femminile,
attrezzo,alto_uso,,s.m.,sostantivo,maschile,
attribuire,alto_uso,,v.tr.,verbo,,v.tr.
attrice,alto_uso,,s.f.,sostantivo,femminile,
attuale,fondamentale,,agg.,aggettivo,,
attualità,alto_uso,,s.f.,sostantivo,femminile,
attualmente,alto_uso,,avv.,avverbio,,
attuare,alto_uso,,v.tr.,verbo,,v.tr.
augurare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
augurio,alto_uso,,s.m.,sostantivo,maschile,
aula,alto_uso,,s.f.,sostantivo,femminile,
aumentare,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
aumento,fondamentale,,s.m.,sostantivo,maschile,
australiano,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
austriaco,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
autentico,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
autista,alto_uso,1,s.m. e f.,sostantivo,maschile e femminile,
auto,fondamentale,1,s.f.inv.,sostantivo,femminile; invariabile,
autoambulanza,alto_uso,,s.f.,sostantivo,femminile,
autobotte,alta_disponibilita,,s.f.,sostantivo,femminile,
autobus,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
autografo,alta_disponibilita,1,"agg., s.m.",aggettivo; sostantivo,maschile,
automaticamente,alto_uso,,avv.,avverbio,,
automatico,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
automobile,alto_uso,,s.f.,sostantivo,femminile,
automobilista,alta_disponibilita,,s.m. e f.,sostantivo,maschile e femminile,
autonomia,alto_uso,,s.f.,sostantivo,femminile,
autonomo,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
autore,fondamentale,,s.m.,sostantivo,maschile,
autorevole,alta_disponibilita,,agg.,aggettivo,,
autorità,fondamentale,,s.f.inv.,sostantivo,femminile; invariabile,
autorizzare,fondamentale,,v.tr.,verbo,,v.tr.
autoscontro,alta_disponibilita,,s.m.,sostantivo,maschile,
autoscuola,alta_disponibilita,,s.f.,sostantivo,femminile,
autostop,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
autostrada,alto_uso,,s.f.,sostantivo,femminile,
autotreno,alta_disponibilita,,s.m.,sostantivo,maschile,
autunno,alto_uso,,s.m.,sostantivo,maschile,
avambraccio,alta_disponibilita,,s.m.,sostantivo,maschile,
avanguardia,alto_uso,,s.f.,sostantivo,femminile,
avanti,fondamentale,,"avv., agg.inv., loc. di comando, prep., s.m.inv., s.m. e f.inv.",avverbio; aggettivo; locuzione; preposizione; sostantivo,maschile e femminile; maschile; invariabile,
avanzare,fondamentale,1,v.intr. e tr.,verbo,,v.intr. e tr.
avanzato,alto_uso,1,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
avanzo,alta_disponibilita,,s.m.,sostantivo,maschile,
avarizia,alta_disponibilita,,s.f.,sostantivo,femminile,
avaro,alta_disponibilita,1,"agg., s.m.",aggettivo; sostantivo,maschile,
avena,alta_disponibilita,,s.f.,sostantivo,femminile,
avere,fondamentale,1,"v.tr., v.intr.",verbo,,v.tr.; v.intr.
aviazione,alta_disponibilita,,s.f.,sostantivo,femminile,
avvantaggiare,alta_disponibilita,,v.tr.,verbo,,v.tr.
avvelenare,alto_uso,,v.tr.,verbo,,v.tr.
avvelenato,alta_disponibilita,,"p.pass., agg.",verbo; participio passato; aggettivo,,p.pass.
avvenimento,alto_uso,,s.m.,sostantivo,maschile,
avvenire,fondamentale,1,"agg.inv., s.m.inv.",aggettivo; sostantivo,maschile; invariabile,
avventura,fondamentale,,s.f.,sostantivo,femminile,
avverare,alta_disponibilita,,v.tr.,verbo,,v.tr.
avversario,alto_uso,,s.m.,sostantivo,maschile,
avvertire,alto_uso,,"v.tr., v.intr.",verbo,,v.tr.; v.intr.
avviamento,alta_disponibilita,,s.m.,sostantivo,maschile,
avviare,fondamentale,,v.tr.,verbo,,v.tr.
avvicinare,fondamentale,,v.tr.,verbo,,v.tr.
avvio,alto_uso,,s.m.,sostantivo,maschile,
avvisare,alto_uso,1,v.tr.,verbo,,v.tr.
avviso,alto_uso,1,s.m.,sostantivo,maschile,
avvitare,alta_disponibilita,1,v.tr.,verbo,,v.tr.
avvocato,alto_uso,,s.m.,sostantivo,maschile,
avvolgere,alto_uso,,v.tr.,verbo,,v.tr.
azienda,fondamentale,,s.f.,sostantivo,femminile,
aziendale,alto_uso,,agg.,aggettivo,,
azione,fondamentale,1,s.f.,sostantivo,femminile,
azione,fondamentale,2,s.f.,sostantivo,femminile,
azzardare,alto_uso,,v.tr.,verbo,,v.tr.
azzardo,alta_disponibilita,,s.m.,sostantivo,maschile,
azzurro,fondamentale,,"s.m., agg.",sostantivo; aggettivo,maschile,
babbo,alto_uso,1,s.m.,sostantivo,maschile,
baby,alto_uso,,"s.m. e f.inv., agg.inv.",sostantivo; aggettivo,maschile e femminile; invariabile,
babydoll,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
bacca,alta_disponibilita,1,s.f.,sostantivo,femminile,
baccalà,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
bacheca,alto_uso,,s.f.,sostantivo,femminile,
baciare,fondamentale,1,v.tr.,verbo,,v.tr.
bacinella,alta_disponibilita,,s.f.,sostantivo,femminile,
bacino,alto_uso,,s.m.,sostantivo,maschile,
bacio,fondamentale,1,s.m.,sostantivo,maschile,
baco,alta_disponibilita,1,s.m.,sostantivo,maschile,
badare,alto_uso,,"v.intr., v.tr.",verbo,,v.intr.; v.tr.
baffo,alto_uso,,s.m.,sostantivo,maschile,
bagagliaio,alta_disponibilita,,s.m.,sostantivo,maschile,
bagaglio,alto_uso,,s.m.,sostantivo,maschile,
bagnare,alto_uso,,v.tr.,verbo,,v.tr.
bagnato,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
bagno,fondamentale,,s.m.,sostantivo,maschile,
bagnoschiuma,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
balcone,alto_uso,,s.m.,sostantivo,maschile,
balena,alto_uso,,s.f.,sostantivo,femminile,
balia,alto_uso,1,s.f.,sostantivo,femminile,
ballare,fondamentale,,v.intr. e tr.,verbo,,v.intr. e tr.
ballerina,alta_disponibilita,,s.f.,sostantivo,femminile,
ballerino,alta_disponibilita,,"s.m., agg.",sostantivo; aggettivo,maschile,
balletto,alta_disponibilita,,s.m.,sostantivo,maschile,
ballo,alto_uso,,s.m.,sostantivo,maschile,
balsamo,alta_disponibilita,,s.m.,sostantivo,maschile,
bambina,fondamentale,,s.f.,sostantivo,femminile,
bambinaia,alta_disponibilita,,s.f.,sostantivo,femminile,
bambino,fondamentale,,"s.m., agg.",sostantivo; aggettivo,maschile,
bambola,alto_uso,,s.f.,sostantivo,femminile,
banale,alto_uso,,agg.,aggettivo,,
banana,alta_disponibilita,,s.f.,sostantivo,femminile,
banca,fondamentale,1,s.f.,sostantivo,femminile,
bancarella,alta_disponibilita,,s.f.,sostantivo,femminile,
bancario,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
banco,alto_uso,,s.m.,sostantivo,maschile,
bancone,alto_uso,,s.m.,sostantivo,maschile,
band,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
banda,alto_uso,1,s.f.,sostantivo,femminile,
bandiera,alto_uso,,s.f.,sostantivo,femminile,
bando,alto_uso,1,s.m.,sostantivo,maschile,
bar,fondamentale,1,s.m.inv.,sostantivo,maschile; invariabile,
bara,alto_uso,1,s.f.,sostantivo,femminile,
baracca,alta_disponibilita,,s.f.,sostantivo,femminile,
barba,alto_uso,1,s.f.,sostantivo,femminile,
barbabietola,alta_disponibilita,,s.f.,sostantivo,femminile,
barbaro,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
barca,fondamentale,1,s.f.,sostantivo,femminile,
barella,alto_uso,,s.f.,sostantivo,femminile,
barese,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
barile,alta_disponibilita,1,s.m.,sostantivo,maschile,
barista,alta_disponibilita,,s.m. e f.,sostantivo,maschile e femminile,
barriera,alto_uso,,s.f.,sostantivo,femminile,
basare,fondamentale,,v.tr.,verbo,,v.tr.
base,fondamentale,,s.f.,sostantivo,femminile,
basetta,alta_disponibilita,1,s.f.,sostantivo,femminile,
basilica,alto_uso,,s.f.,sostantivo,femminile,
basilico,alta_disponibilita,1,s.m.,sostantivo,maschile,
basket,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
basso,fondamentale,,"agg., s.m., avv.",aggettivo; sostantivo; avverbio,maschile,
bastardo,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
bastare,fondamentale,,v.intr.,verbo,,v.intr.
bastonare,alta_disponibilita,,v.tr.,verbo,,v.tr.
bastone,alto_uso,,s.m.,sostantivo,maschile,
battaglia,fondamentale,,s.f.,sostantivo,femminile,
battello,alta_disponibilita,,s.m.,sostantivo,maschile,
battere,fondamentale,,"v.tr. e intr., s.m.",verbo; sostantivo,maschile,v.tr. e intr.
batteria,alto_uso,,s.f.,sostantivo,femminile,
batterio,alto_uso,,s.m.,sostantivo,maschile,
batticuore,alta_disponibilita,,s.m.,sostantivo,maschile,
battipanni,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
battito,alta_disponibilita,,s.m.,sostantivo,maschile,
battuta,fondamentale,,s.f.,sostantivo,femminile,
batuffolo,alta_disponibilita,,s.m.,sostantivo,maschile,
baule,alta_disponibilita,,s.m.,sostantivo,maschile,
bava,alta_disponibilita,,s.f.,sostantivo,femminile,
bavaglio,alta_disponibilita,,s.m.,sostantivo,maschile,
beato,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
beccare,alto_uso,,"v.tr., v.intr.",verbo,,v.tr.; v.intr.
befana,alta_disponibilita,,s.f.,sostantivo,femminile,
beffa,alta_disponibilita,,s.f.,sostantivo,femminile,
beh,fondamentale,,inter.,interiezione,,
belare,alta_disponibilita,,v.intr.,verbo,,v.intr.
belga,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
bella,alto_uso,,s.f.,sostantivo,femminile,
bellezza,fondamentale,,s.f.,sostantivo,femminile,
bello,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
benché,alto_uso,,cong.,congiunzione,,
benda,alta_disponibilita,,s.f.,sostantivo,femminile,
bene,fondamentale,1,"avv., inter.",avverbio; interiezione,,
bene,fondamentale,2,s.m.,sostantivo,maschile,
benedetto,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
beneficenza,alta_disponibilita,,s.f.,sostantivo,femminile,
beneficio,alto_uso,,s.m.,sostantivo,maschile,
benessere,alto_uso,,s.m.,sostantivo,maschile,
benestante,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
bensì,alto_uso,,"cong., avv.",congiunzione; avverbio,,
benvenuto,alto_uso,,"agg., s.m.inv., s.m.",aggettivo; sostantivo,maschile; invariabile,
benzina,alto_uso,,s.f.,sostantivo,femminile,
benzinaio,alta_disponibilita,,s.m.,sostantivo,maschile,
bere,fondamentale,,"v.tr., s.m.",verbo; sostantivo,maschile,v.tr.
berlinese,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
berretto,alta_disponibilita,,s.m.,sostantivo,maschile,
bersaglio,alto_uso,,s.m.,sostantivo,maschile,
besciamella,alta_disponibilita,,s.f.,sostantivo,femminile,
bestemmia,alta_disponibilita,,s.f.,sostantivo,femminile,
bestia,alto_uso,,s.f.,sostantivo,femminile,
bestiale,alta_disponibilita,,agg.,aggettivo,,
