parola,categoria,prefisso_numerico,info_grammaticale
banca,fondamentale,1,s.f.
bancarella,alta_disponibilita,,s.f.
bancario,alto_uso,,"agg., s.m."
banco,alto_uso,,s.m.
bancone,alto_uso,,s.m.
band,alto_uso,,s.f.inv.
banda,alto_uso,1,s.f.
bandiera,alto_uso,,s.f.
bando,alto_uso,1,s.m.
bar,fondamentale,1,s.m.inv.
bara,alto_uso,1,s.f.
baracca,alta_disponibilita,,s.f.
barba,alto_uso,1,s.f.
barbabietola,alta_disponibilita,,s.f.
barbaro,alto_uso,,"agg., s.m."
barca,fondamentale,1,s.f.
barella,alto_uso,,s.f.
barese,alta_disponibilita,,"agg., s.m. e f."
barile,alta_disponibilita,1,s.m.
barista,alta_disponibilita,,s.m. e f.
barriera,alto_uso,,s.f.
basare,fondamentale,,v.tr.
base,fondamentale,,s.f.
basetta,alta_disponibilita,1,s.f.
basilica,alto_uso,,s.f.
basilico,alta_disponibilita,1,s.m.
basket,alta_disponibilita,,s.m.inv.
basso,fondamentale,,"agg., s.m., avv."
bastardo,alto_uso,,"agg., s.m."
bastare,fondamentale,,v.intr.
bastonare,alta_disponibilita,,v.tr.
bastone,alto_uso,,s.m.
battaglia,fondamentale,,s.f.
battello,alta_disponibilita,,s.m.
battere,fondamentale,,"v.tr. e intr., s.m."
batteria,alto_uso,,s.f.
batterio,alto_uso,,s.m.
batticuore,alta_disponibilita,,s.m.
battipanni,alta_disponibilita,,s.m.inv.
battito,alta_disponibilita,,s.m.
battuta,fondamentale,,s.f.
batuffolo,alta_disponibilita,,s.m.
baule,alta_disponibilita,,s.m.
bava,alta_disponibilita,,s.f.
bavaglio,alta_disponibilita,,s.m.
beato,alto_uso,,"p.pass., agg., s.m."
beccare,alto_uso,,"v.tr., v.intr."
befana,alta_disponibilita,,s.f.
beffa,alta_disponibilita,,s.f.
beh,fondamentale,,inter.
belare,alta_disponibilita,,v.intr.
belga,alta_disponibilita,,"agg., s.m. e f."
bella,alto_uso,,s.f.
bellezza,fondamentale,,s.f.
bello,fondamentale,,"agg., s.m."
benché,alto_uso,,cong.
benda,alta_disponibilita,,s.f.
bene,fondamentale,1,"avv., inter."
bene,fondamentale,2,s.m.
benedetto,alto_uso,,"p.pass., agg., s.m."
beneficenza,alta_disponibilita,,s.f.
beneficio,alto_uso,,s.m.
benessere,alto_uso,,s.m.
benestante,alta_disponibilita,,"agg., s.m. e f."
bensì,alto_uso,,"cong., avv."
benvenuto,alto_uso,,"agg., s.m.inv., s.m."
benzina,alto_uso,,s.f.
benzinaio,alta_disponibilita,,s.m.
bere,fondamentale,,"v.tr., s.m."
berlinese,alta_disponibilita,,"agg., s.m. e f."
berretto,alta_disponibilita,,s.m.
bersaglio,alto_uso,,s.m.
besciamella,alta_disponibilita,,s.f.
bestemmia,alta_disponibilita,,s.f.
bestia,alto_uso,,s.f.
bestiale,alta_disponibilita,,agg.
bevanda,alto_uso,,s.f.
bevitore,alta_disponibilita,,s.m.
bevuta,alta_disponibilita,1,s.f.
bi,alta_disponibilita,,s.f. e m.inv.
bianco,fondamentale,,"agg., s.m."
bibbia,alto_uso,,s.f.
bibita,alta_disponibilita,,s.f.
biblico,alto_uso,,"agg., s.m."
bibliografia,alto_uso,,s.f.
biblioteca,alto_uso,,s.f.
bicchiere,fondamentale,,s.m.
bici,alto_uso,,s.f.inv.
bicicletta,alto_uso,,s.f.
bidè,alta_disponibilita,,s.m.inv.
bidello,alta_disponibilita,,s.m.
biglia,alta_disponibilita,,s.f.
biglietteria,alta_disponibilita,,s.f.
biglietto,fondamentale,,s.m.
bikini,alta_disponibilita,,s.m.inv.
bilancia,alto_uso,,"s.f., s.f.inv."
bilancio,alto_uso,,s.m.
biliardo,alta_disponibilita,,s.m.
bimba,alto_uso,,s.f.
bimbo,alto_uso,,s.m.
binario,alta_disponibilita,1,s.m.
biografia,alto_uso,,s.f.
biologia,alto_uso,,s.f.
biologico,alto_uso,,"agg., s.m."
bionda,alto_uso,1,s.f.
biondo,alto_uso,,"agg., s.m."
birichino,alta_disponibilita,,"s.m., agg."
birillo,alta_disponibilita,,s.m.
birra,alto_uso,,s.f.
bisbigliare,alta_disponibilita,,v.intr. e tr.
biscia,alta_disponibilita,,s.f.
biscotto,alto_uso,,"agg., s.m."
bisnonno,alta_disponibilita,,s.m.
bisognare,fondamentale,,v.intr.
bisogno,fondamentale,,s.m.
bistecca,alta_disponibilita,,s.f.
bistecchiera,alta_disponibilita,,s.f.
bisticciare,alta_disponibilita,,v.intr.
bit,alto_uso,,s.m.inv.
bizzarro,alto_uso,,agg.
bloccare,fondamentale,,v.tr.
blocco,alto_uso,1,s.m.
blocco,alto_uso,2,s.m.
blog,fondamentale,,s.m.inv.
blu,fondamentale,,"agg.inv., s.m.inv."
bocca,fondamentale,,s.f.
bocchino,alta_disponibilita,1,s.m.
boccia,alta_disponibilita,,s.f.
bocciare,alto_uso,,v.tr. e intr.
bocciatura,alta_disponibilita,,s.f.
bocciolo,alta_disponibilita,,s.m.
boccone,alta_disponibilita,,s.m.
boh,alto_uso,,inter.
boia,alta_disponibilita,,"s.m.inv., agg.inv."
bolla,alto_uso,1,s.f.
bolletta,alto_uso,1,s.f.
bollito,alta_disponibilita,,"p.pass., agg., s.m."
bollitore,alta_disponibilita,,s.m.
bollo,alta_disponibilita,1,s.m.
bolognese,alta_disponibilita,,"agg., s.m. e f."
bolzanino,alta_disponibilita,,"agg., s.m."
bomba,alto_uso,1,s.f.
bombardare,alto_uso,,v.tr.
bombola,alta_disponibilita,,s.f.
bomboniera,alta_disponibilita,,s.f.
bontà,alto_uso,,s.f.inv.
bordo,fondamentale,,s.m.
borgata,alta_disponibilita,,s.f.
borghese,alto_uso,1,"agg., s.m. e f."
borghesia,alta_disponibilita,,s.f.
borgo,alto_uso,,s.m.
borotalco,alta_disponibilita,,s.m.
borsa,fondamentale,1,s.f.
borsa,fondamentale,2,s.f.
borsetta,alta_disponibilita,,s.f.
bosco,fondamentale,,s.m.
bosniaco,alta_disponibilita,,"agg., s.m."
boss,alto_uso,,s.m.inv.
bossolo,alta_disponibilita,1,s.m.
botanica,alta_disponibilita,1,s.f.
botta,alto_uso,1,s.f.
botte,alta_disponibilita,,s.f.
bottega,alto_uso,,s.f.
bottegaio,alta_disponibilita,,"s.m., agg."
bottiglia,fondamentale,,s.f.
botto,alta_disponibilita,1,s.m.
bottone,alto_uso,,s.m.
bovino,alta_disponibilita,,"agg., s.m."
box,alto_uso,,s.m.inv.
boxer,alta_disponibilita,1,s.m.inv.
braccialetto,alta_disponibilita,,s.m.
bracciante,alta_disponibilita,,s.m. e f.
braccio,fondamentale,,s.m.
branco,alto_uso,,s.m.
brand,alto_uso,,s.m.inv.
brandello,alta_disponibilita,,s.m.
brano,fondamentale,,s.m.
brasiliano,alto_uso,,"agg., s.m."
bravo,fondamentale,,"agg., s.m., inter."
bresaola,alta_disponibilita,,s.f.
bretella,alta_disponibilita,,s.f.
breve,fondamentale,1,"agg., avv., s.f."
briciola,alta_disponibilita,,s.f.
brigantaggio,alta_disponibilita,,s.m.
brigante,alta_disponibilita,1,s.m.
brillante,alto_uso,,"p.pres., agg., s.m."
brillantina,alta_disponibilita,,s.f.
brillare,alto_uso,1,"v.intr., v.tr."
brina,alta_disponibilita,,s.f.
brioche,alta_disponibilita,,s.f.inv.
britannico,alto_uso,,"agg., s.m."
brivido,alto_uso,,s.m.
brocca,alta_disponibilita,1,s.f.
brogliaccio,alto_uso,,s.m.
bronchite,alta_disponibilita,,s.f.
brontolare,alta_disponibilita,,v.intr. e tr.
bronzo,alto_uso,,s.m.
bruciare,fondamentale,,v.tr. e intr.
bruciato,alto_uso,,"p.pass., agg., s.m."
bruciatura,alta_disponibilita,,s.f.
bruco,alta_disponibilita,,"s.m., agg."
bruschetta,alta_disponibilita,1,s.f.
brutale,alta_disponibilita,,agg.
brutto,fondamentale,,"agg., s.m., avv."
buca,alto_uso,,s.f.
bucare,alto_uso,,"v.tr., v.intr."
bucato,alta_disponibilita,1,s.m.
buccia,alta_disponibilita,,s.f.
buco,fondamentale,1,s.m.
budino,alta_disponibilita,,s.m.
bufala,alta_disponibilita,,s.f.
bufalo,alta_disponibilita,,s.m.
bufera,alta_disponibilita,,s.f.
buffet,alta_disponibilita,,s.m.inv.
buffo,alto_uso,1,"agg., s.m."
bugia,alto_uso,1,s.f.
bugiardo,alto_uso,,"agg., s.m."
buio,fondamentale,,"agg., s.m."
bulgaro,alta_disponibilita,,"agg., s.m."
buonafede,alta_disponibilita,,s.f.
buonasera,alto_uso,,inter.
buongiorno,fondamentale,,inter.
buongusto,alta_disponibilita,,s.m.
buono,fondamentale,1,"agg., s.m., avv."
buonuomo,alta_disponibilita,,s.m.
burattino,alta_disponibilita,1,s.m.
burocrazia,alta_disponibilita,,s.f.
burrasca,alta_disponibilita,,s.f.
burro,alto_uso,,s.m.
burrone,alta_disponibilita,,s.m.
business,alto_uso,1,"s.m.inv., agg.inv."
bussare,alto_uso,,"v.intr., v.tr."
bussola,alta_disponibilita,1,s.f.
busta,alto_uso,,s.f.
bustina,alta_disponibilita,,s.f.
busto,alta_disponibilita,,s.m.
buttare,fondamentale,,v.tr. e intr.
cabina,alto_uso,,s.f.
cacao,alta_disponibilita,,s.m.inv.
cacca,alto_uso,,s.f.
caccia,fondamentale,1,s.f.
cacciare,fondamentale,,v.tr.
cacciatore,alto_uso,,s.m.
cacciavite,alta_disponibilita,,s.m.inv.
cadavere,fondamentale,,s.m.
cadere,fondamentale,,"v.intr., s.m."
caduta,alto_uso,,s.f.
caffè,fondamentale,,"s.m.inv., agg.inv."
caffellatte,alta_disponibilita,,"s.m.inv., agg.inv."
caffettiera,alta_disponibilita,,s.f.
cagare,alto_uso,,v.intr. e tr.
cagliaritano,alta_disponibilita,,"agg., s.m."
calabrese,alta_disponibilita,,"agg., s.m. e f."
calabrone,alta_disponibilita,,s.m.
calamaro,alta_disponibilita,1,s.m.
calamita,alta_disponibilita,,s.f.
calare,alto_uso,,v.intr. e tr.
calcagno,alta_disponibilita,,s.m.
calciare,alta_disponibilita,,v.intr. e tr.
calciatore,alto_uso,,s.m.
calcinaccio,alta_disponibilita,,s.m.
calcio,fondamentale,1,s.m.
calcolare,alto_uso,,v.tr.
calcolatore,alta_disponibilita,,"agg., s.m."
calcolatrice,alta_disponibilita,,s.f.
calcolo,alto_uso,1,s.m.
caldo,fondamentale,,"agg., s.m., avv."
calendario,alto_uso,,s.m.
calligrafia,alta_disponibilita,,s.f.
callo,alta_disponibilita,,s.m.
calma,alto_uso,,s.f.
calmare,alto_uso,,"v.tr., v.intr."
calmo,alto_uso,2,agg.
calo,alto_uso,,s.m.
calore,fondamentale,,s.m.
calpestare,alto_uso,,v.tr.
calunnia,alta_disponibilita,,s.f.
calvario,alta_disponibilita,,s.m.
calza,alto_uso,,s.f.
calzare,alta_disponibilita,2,v.tr. e intr.
calzatura,alta_disponibilita,,s.f.
calzino,alta_disponibilita,,s.m.
calzolaio,alta_disponibilita,,s.m.
calzoleria,alta_disponibilita,,s.f.
calzone,alta_disponibilita,,s.m.
cambiamento,fondamentale,,s.m.
cambiare,fondamentale,,v.tr. e intr.
cambio,fondamentale,,s.m.
camera,fondamentale,1,s.f.
camerata,alta_disponibilita,1,s.m. e f.
cameriere,alto_uso,,s.m.
camicetta,alto_uso,,s.f.
camicia,alto_uso,,s.f.
caminetto,alta_disponibilita,,s.m.
camion,fondamentale,,s.m.inv.
camionista,alta_disponibilita,,s.m. e f.
cammello,alta_disponibilita,,"s.m., s.m.inv., agg.inv."
camminare,fondamentale,,"v.intr., v.tr."
camminata,alta_disponibilita,1,s.f.
cammino,alto_uso,1,s.m.
camomilla,alta_disponibilita,,s.f.
camorra,alto_uso,1,s.f.
campagna,fondamentale,,s.f.
campana,alto_uso,1,s.f.
campanella,alta_disponibilita,,s.f.
campanello,alto_uso,,s.m.
campanile,alta_disponibilita,,s.m.
campano,alta_disponibilita,1,"agg., s.m."
campare,alto_uso,1,"v.intr., v.tr."
campeggio,alta_disponibilita,1,s.m.
campionato,alto_uso,1,s.m.
campione,fondamentale,,s.m.
campo,fondamentale,,s.m.
campobassano,alta_disponibilita,,"agg., s.m."
camposanto,alta_disponibilita,,s.m.
canadese,alta_disponibilita,,"agg., s.f., s.m."
canaglia,alta_disponibilita,,s.f.
canale,fondamentale,,s.m.
canapa,alta_disponibilita,,s.f.
canarino,alto_uso,,"s.m., s.m.inv., agg.inv."
cancellare,fondamentale,,v.tr.
cancellatura,alta_disponibilita,,s.f.
cancello,alto_uso,1,s.m.
cancro,alto_uso,2,"s.m., s.m.inv."
candela,alto_uso,,s.f.
candeliere,alta_disponibilita,,s.m.
candidare,alto_uso,,v.tr.
candidato,fondamentale,,"p.pass., agg., s.m."
candido,alto_uso,,agg.
cane,fondamentale,1,s.m.
canestro,alta_disponibilita,1,s.m.
canguro,alta_disponibilita,,s.m.
canna,alto_uso,,s.f.
cannibale,alto_uso,,"agg., s.m. e f."
cannuccia,alta_disponibilita,,s.f.
canone,alto_uso,,s.m.
canottiera,alta_disponibilita,2,s.f.
canotto,alta_disponibilita,,s.m.
cantante,alto_uso,,"p.pres., agg., s.m. e f."
cantare,fondamentale,1,v.tr. e intr.
cantautore,alta_disponibilita,,s.m.
cantiere,alto_uso,,s.m.
cantilena,alta_disponibilita,,s.f.
cantina,alto_uso,,s.f.
canto,fondamentale,1,s.m.
canzone,fondamentale,,s.f.
caos,alto_uso,,s.m.inv.
capace,fondamentale,,agg.
capacità,fondamentale,,s.f.inv.
capanna,alto_uso,,s.f.
capannone,alto_uso,,s.m.
caparra,alta_disponibilita,,s.f.
capello,fondamentale,,s.m.
capire,fondamentale,,"v.tr., v.intr."
capitale,fondamentale,,"agg., s.m., s.f."
capitano,fondamentale,,s.m.
capitare,fondamentale,,"v.intr., v.tr."
capitolo,fondamentale,,s.m.
capo,fondamentale,,s.m.
capodanno,alta_disponibilita,,s.m.
capogiro,alta_disponibilita,,s.m.
capolavoro,alto_uso,,s.m.
capoluogo,alta_disponibilita,,s.m.
caporale,alto_uso,,"s.m., s.f., agg."
caposquadra,alta_disponibilita,,s.m. e f.
capotavola,alta_disponibilita,,s.m. e f.
capoufficio,alta_disponibilita,,s.m. e f.
cappa,alta_disponibilita,1,"s.f. e m.,1cappella s.f."
cappelliera,alta_disponibilita,,s.f.
cappello,alto_uso,,s.m.
cappero,alta_disponibilita,,s.m.
cappotto,alta_disponibilita,1,s.m.
cappuccino,alta_disponibilita,,"agg., s.m., s.m.inv., agg.inv."
cappuccio,alta_disponibilita,1,s.m.
capra,alto_uso,,s.f.
capriccio,alto_uso,,s.m.
capriola,alta_disponibilita,1,s.f.
carabiniere,fondamentale,,s.m.
caramella,alto_uso,,"s.f., s.m.inv., agg.inv."
carattere,fondamentale,,s.m.
caratteristica,fondamentale,,s.f.
caratteristico,alto_uso,,agg.
caratterizzare,alto_uso,,v.tr.
carbone,alto_uso,,s.m.
carburante,alta_disponibilita,,"p.pres., agg., s.m."
carcassa,alta_disponibilita,,s.f.
carcerato,alta_disponibilita,,"p.pass., agg., s.m."
carcere,fondamentale,,s.m.
carciofino,alta_disponibilita,,s.m.
carciofo,alta_disponibilita,,s.m.
cardellino,alta_disponibilita,,s.m.
cardiaco,alto_uso,,"agg., s.m."
cardigan,alta_disponibilita,,s.m.inv.
cardinale,alto_uso,1,"agg., s.m., agg.inv."
carenza,alto_uso,,s.f.
carica,fondamentale,1,"s.f., loc. di comando"
caricare,fondamentale,,v.tr.
carico,fondamentale,1,s.m.
carico,fondamentale,2,agg.
carino,fondamentale,,agg.
carità,alto_uso,,s.f.inv.
carnagione,alta_disponibilita,,s.f.
carne,fondamentale,,s.f.
carnevale,alta_disponibilita,,s.m.
carnivoro,alta_disponibilita,,"agg., s.m."
carnoso,alta_disponibilita,,"agg., s.m."
caro,fondamentale,1,"agg., avv., s.m."
carosello,alta_disponibilita,,s.m.
carovana,alta_disponibilita,,s.f.
carriera,fondamentale,,s.f.
carro,alto_uso,,s.m.
carrozzeria,alta_disponibilita,,s.f.
carta,fondamentale,,s.f.
cartaceo,alto_uso,,agg.
cartella,alto_uso,,s.f.
cartello,alto_uso,1,s.m.
cartoleria,alta_disponibilita,,s.f.
cartolina,alto_uso,,s.f.
cartone,alto_uso,,s.m.
cartuccia,alta_disponibilita,1,s.f.
casa,fondamentale,,s.f.
casalinga,alto_uso,,s.f.
casalingo,alta_disponibilita,1,"agg., s.m."
cascare,alto_uso,,v.intr.
cascata,alta_disponibilita,,s.f.
casco,alta_disponibilita,1,"s.m., s.f.inv."
caserma,alto_uso,,s.f.
casetta,alto_uso,,s.f.
casino,fondamentale,,s.m.
caso,fondamentale,,s.m.
cassa,fondamentale,,s.f.
cassaforte,alta_disponibilita,,s.f.
cassapanca,alta_disponibilita,,s.f.
casseruola,alta_disponibilita,,s.f.
cassetta,alto_uso,,s.f.
cassettiera,alta_disponibilita,,s.f.
cassetto,alto_uso,,s.m.
cassiera,alta_disponibilita,,s.f.
castagna,alta_disponibilita,,s.f.
castagno,alta_disponibilita,1,s.m.
castano,alta_disponibilita,,agg.
castello,fondamentale,,s.m.
castoro,alta_disponibilita,1,s.m.
casuale,alto_uso,,"agg., s.m. e f."
catalogo,alto_uso,,s.m.
catanzarese,alta_disponibilita,,"agg., s.m. e f."
catarro,alto_uso,,s.m.
catasta,alta_disponibilita,,s.f.
catastrofe,alto_uso,,s.f.
catechismo,alta_disponibilita,,s.m.
categoria,fondamentale,,s.f.
catena,fondamentale,,s.f.
catenaccio,alta_disponibilita,,s.m.
catino,alta_disponibilita,1,s.m.
catrame,alta_disponibilita,,s.m.
cattedrale,alto_uso,,"agg., s.f."
cattivo,fondamentale,,"agg., s.m."
cattolico,fondamentale,,"agg., s.m."
catturare,alto_uso,,v.tr.
causa,fondamentale,,s.f.
causare,fondamentale,,v.tr.
cavalcare,alto_uso,,v.tr. e intr.
cavaliere,alto_uso,,s.m.
cavalletta,alta_disponibilita,1,s.f.
cavallo,fondamentale,,s.m.
cavare,alto_uso,,v.tr.
cavatappi,alta_disponibilita,,s.m.inv.
caverna,alta_disponibilita,,s.f.
caviglia,alto_uso,,s.f.
cavità,alto_uso,,s.f.inv.
cavo,alto_uso,1,"agg., s.m."
cavo,alto_uso,2,s.m.
cavolo,alto_uso,,s.m.
cazzata,alto_uso,,s.f.
cazzo,fondamentale,,s.m.
ce,fondamentale,1,"pron.pers. di prima pers.pl., avv."
cece,alta_disponibilita,,s.m.
ceco,alta_disponibilita,1,"agg., s.m."
cecoslovacco,alta_disponibilita,,"agg., s.m."
cedere,fondamentale,,v.intr. e tr.
celare,alto_uso,,v.tr.
celebrare,alto_uso,,v.tr.
celebre,alto_uso,,agg.
celeste,alto_uso,1,"agg., s.m."
cella,alto_uso,1,s.f.
cellula,fondamentale,,s.f.
cellulare,fondamentale,,"agg., s.m."
cemento,alto_uso,,s.m.
cena,fondamentale,,s.f.
cenare,alto_uso,,"v.intr., v.tr."
cenere,alto_uso,,"s.f., s.m.inv., agg.inv."
cenno,alto_uso,,s.m.
centesimo,alto_uso,,"agg.num.ord., s.m."
centimetro,alto_uso,,s.m.
centinaio,fondamentale,,s.m.
cento,fondamentale,,"agg.num.card.inv., s.m.inv."
centrale,fondamentale,,"agg., s.m. e f."
centralino,alta_disponibilita,,s.m.
centrare,alto_uso,,v.tr.
centro,fondamentale,,s.m.
centroamericano,alta_disponibilita,,"agg., s.m."
ceramica,alto_uso,,s.f.
cercare,fondamentale,,v.tr.
cerchio,alto_uso,,s.m.
cereale,alta_disponibilita,,"s.m., agg."
cerebrale,alto_uso,,"agg., s.f."
cerimonia,alto_uso,,s.f.
cerino,alta_disponibilita,,s.m.
cerniera,alta_disponibilita,,s.f.
cerotto,alta_disponibilita,,s.m.
certamente,fondamentale,,avv.
certezza,fondamentale,,s.f.
certificare,alto_uso,,v.tr.
certificato,alto_uso,,"p.pass., agg., s.m."
certo,fondamentale,,"agg., agg.indef., pron.indef.m., s.m., avv."
cervello,fondamentale,,s.m.
cervo,alta_disponibilita,,s.m.
cespuglio,alto_uso,,s.m.
cessare,alto_uso,,v.intr. e tr.
cesso,alto_uso,1,s.m.
cestino,alto_uso,,s.m.
cesto,alta_disponibilita,1,s.m.
cetriolo,alta_disponibilita,,s.m.
chat,alto_uso,2,s.f.inv.
che,fondamentale,1,"pron.rel., pron.interr., pron.escl., pron.indef.inv., agg.interr., agg.escl., s.m.inv."
chewingum,alta_disponibilita,,s.m.inv.
chi,fondamentale,1,"pron.rel., pron.rel.indef., pron.indef., pron.interr."
chiacchiera,alto_uso,,s.f.
chiacchierare,alto_uso,,v.intr.
chiamare,fondamentale,,v.tr.
chiamata,alto_uso,,s.f.
chiaramente,fondamentale,,avv.
chiarezza,alto_uso,,s.f.
chiarire,fondamentale,,"v.tr., v.intr."
chiaro,fondamentale,,"agg., s.m., avv."
chiasso,alta_disponibilita,1,s.m.
chiave,fondamentale,,s.f.
chiazza,alta_disponibilita,,s.f.
chiedere,fondamentale,,v.tr. e intr.
chiesa,fondamentale,,s.f.
chilo,alto_uso,1,s.m.
chilogrammo,alta_disponibilita,,s.m.
chilometro,fondamentale,,s.m.
chimico,fondamentale,,"agg., s.m."
china,alta_disponibilita,1,s.f.
chinare,alto_uso,,"v.tr., v.intr."
chinotto,alta_disponibilita,,s.m.
chiodo,alto_uso,,s.m.
chiosco,alto_uso,,s.m.
chirurgia,alto_uso,,s.f.
chirurgico,alto_uso,,"agg., s.m."
chirurgo,alto_uso,,s.m.
chissà,alto_uso,,avv.
chitarra,alto_uso,,s.f.
chiudere,fondamentale,,v.tr. e intr.
chiunque,fondamentale,,"pron.indef., pron.rel.indef."
chiuso,fondamentale,,"p.pass., agg., s.m., avv."
chiusura,alto_uso,,s.f.
ci,fondamentale,2,s.f. e m.inv.
ci,fondamentale,1,"pron.pers. di prima pers.pl., pron.dimostr., avv."
ciabatta,alta_disponibilita,,s.f.
ciambella,alta_disponibilita,,s.f.
ciao,fondamentale,,inter.
ciascuno,fondamentale,,"agg.indef., pron.indef.m."
cibare,alta_disponibilita,,v.tr.
cibo,fondamentale,,s.m.
cicatrice,alto_uso,,s.f.
ciclismo,alto_uso,1,s.m.
ciclista,alta_disponibilita,,s.m. e f.
ciclo,alto_uso,1,s.m.
cicogna,alta_disponibilita,,s.f.
cicoria,alta_disponibilita,,s.f.
cieco,alto_uso,,"agg., s.m."
cielo,fondamentale,,s.m.
cifra,fondamentale,,s.f.
ciglio,alto_uso,,s.m.
cigno,alta_disponibilita,,s.m.
cileno,alta_disponibilita,,"agg., s.m."
ciliegia,alta_disponibilita,,"s.f., s.m.inv., agg.inv."
ciliegio,alta_disponibilita,,s.m.
cilindro,alta_disponibilita,,s.m.
cima,alta_disponibilita,,s.f.
cimice,alta_disponibilita,,s.f.
ciminiera,alta_disponibilita,,s.f.
cimitero,alto_uso,,s.m.
cinema,fondamentale,1,s.m.inv.
cinematografico,alto_uso,,agg.
cinese,fondamentale,1,"agg., s.m. e f."
cinghia,alta_disponibilita,,s.f.
cinghiale,alto_uso,,s.m.
cinguettare,alta_disponibilita,,"v.intr., v.tr."
cinguettio,alta_disponibilita,,s.m.
cinico,alta_disponibilita,,"agg., s.m."
cinquanta,fondamentale,,"agg.num.card.inv., s.m.inv."
cinque,fondamentale,,"agg.num. card.inv., s.m.inv., s.f.pl."
cinquecento,alto_uso,,"agg.num.card.inv., s.m.inv., s.f.inv."
cintura,alto_uso,,s.f.
cinturino,alta_disponibilita,,s.m.
ciò,fondamentale,,pron.dimostr.inv.
ciocca,alta_disponibilita,1,s.f.
cioccolatino,alta_disponibilita,,s.m.
cioccolato,alto_uso,,"s.m., agg.inv."
cioè,fondamentale,,cong.
ciotola,alta_disponibilita,,s.f.
cipolla,alto_uso,,s.f.
cipresso,alta_disponibilita,,s.m.
cipriota,alta_disponibilita,,"agg., s.m. e f."
circa,fondamentale,,"prep., avv., s.m.inv."
circo,alto_uso,1,s.m.
circolare,alto_uso,1,"agg., s.f."
circolare,alto_uso,2,v.intr.
circolazione,alto_uso,,s.f.
circolo,alto_uso,,s.m.
circondare,fondamentale,,v.tr.
circostanza,fondamentale,,s.f.
circuito,alto_uso,1,s.m.
citare,fondamentale,,v.tr.
citato,alto_uso,,"p.pass., agg., s.m."
citazione,alto_uso,,s.f.
citofono,alta_disponibilita,,s.m.
città,fondamentale,,s.f.inv.
cittadina,alto_uso,,s.f.
cittadinanza,alto_uso,,s.f.
cittadino,fondamentale,,"agg., s.m."
ciuffo,alta_disponibilita,,s.m.
civile,fondamentale,,"agg., s.m."
civiltà,alto_uso,,s.f.inv.
clacson,alta_disponibilita,,s.m.inv.
clan,alto_uso,,s.m.inv.
clandestino,alto_uso,,"agg., s.m."
classe,fondamentale,,s.f.
classico,fondamentale,,"agg., s.m."
classifica,alto_uso,,s.f.
classificare,alto_uso,,v.tr.
clero,alta_disponibilita,,s.m.
cliccare,alto_uso,,v.intr.
cliente,fondamentale,,s.m. e f.
clima,alto_uso,1,s.m.
clinica,alto_uso,,s.f.
clinico,alto_uso,,"agg., s.m."
